                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5258,                 2.2258,                 1.4413,                0.71627,                0.60424,                0.66535,                0.38941,                  1.493,                 1.8647,                 1.5948,                0.00065,                0.00065,                0.00065
